id,count
0,90.68185
1,223.5458
2,89.75347
4,100.82652
5,128.05142
10,132.88692
11,145.98294
12,205.31496
15,65.33985
17,49.761555
18,218.52386
23,209.99864
25,161.09863
26,73.941925
31,203.78058
39,179.36458
40,47.87969
41,164.21342
42,212.53502
43,179.6597
51,210.9986
52,60.96212
54,82.26369
60,165.91487
61,182.24252
62,147.67859
63,41.821186
65,141.09758
66,128.4603
68,177.78644
71,47.347996
80,81.04662
82,85.439644
94,184.36418
98,205.63785
101,76.0133
102,175.95135
107,134.78525
112,213.75223
113,69.458046
115,32.713043
116,163.65863
120,96.06733
121,69.87394
122,223.87299
132,178.77628
143,67.65125
147,73.358696
150,62.561237
151,62.423607
152,207.9616
153,85.31571
155,76.2747
156,142.2489
159,195.42828
161,93.50495
163,84.26303
177,176.8075
186,77.70004
188,71.64101
190,85.78419
191,93.62214
192,174.41544
195,213.5575
200,185.60802
209,211.09476
210,60.961697
211,220.61594
214,176.02646
215,83.30398
218,144.59099
219,40.814304
222,106.08557
225,57.17545
228,224.79747
236,207.19241
241,83.894226
242,182.39203
243,217.9536
245,75.63061
247,220.06685
251,185.4076
252,89.73289
253,58.375473
254,74.44242
258,208.29515
260,61.78809
261,175.88275
265,66.67614
266,206.7829
267,191.90965
269,172.00668
270,84.10323
275,146.24178
278,77.451546
279,47.034737
286,108.3843
287,68.42882
288,207.55807
289,184.0021
293,86.961136
294,174.9891
297,6.491885
302,105.03327
303,67.402855
304,134.39946
307,139.70207
309,62.265724
311,200.13364
312,160.78995
314,205.7868
315,212.87265
319,198.90285
322,156.20198
323,70.8693
325,180.74625
327,209.01157
330,58.094368
332,198.52832
333,82.77307
338,157.63873
341,80.47275
345,169.41718
348,168.01775
349,94.22913
350,127.947136
352,43.432514
355,45.23783
356,181.71408
358,55.283825
363,173.57167
369,189.13129
371,65.59507
372,189.7821
375,220.35219
380,180.10947
388,82.81365
391,189.72601
392,180.69159
393,214.1303
394,87.72805
396,62.902348
401,57.536003
407,44.072346
409,83.47323
410,130.88893
416,115.462585
418,125.97808
420,190.50986
421,201.98373
422,187.96997
424,222.4985
428,188.71646
429,205.93825
431,171.18625
435,28.718306
439,116.586586
441,63.726513
447,67.39799
449,188.67401
451,198.45966
452,79.691
454,176.6452
458,205.69751
463,177.09814
467,66.80729
470,154.60532
471,160.25165
474,211.98514
478,90.25001
483,104.206894
484,158.68456
485,79.22186
486,169.63701
491,122.62725
494,101.325676
495,188.95262
497,186.78246
499,205.08432
515,139.754
518,193.08426
521,106.45285
525,197.62881
529,201.20787
532,172.4605
534,59.441837
540,75.36698
544,221.52097
547,186.89343
549,91.400314
563,53.009884
564,199.85602
567,107.92516
572,154.74796
577,172.53537
578,219.42314
585,206.43846
588,194.11517
589,167.77225
590,138.11177
592,74.54684
594,156.98807
596,70.16101
598,202.86967
599,180.25743
605,81.66766
606,155.6977
607,192.83849
608,201.0261
609,77.103485
610,200.4716
611,102.6533
614,176.23201
615,179.24994
616,201.73293
617,159.50331
618,187.91379
624,111.8896
629,187.34378
631,94.0616
633,85.735054
637,74.49789
638,143.25372
643,43.89452
644,183.07036
645,62.519684
646,179.2839
648,169.49593
650,79.17294
651,97.620186
652,227.83061
656,167.63211
657,93.80644
659,73.211235
660,168.13411
662,147.92513
665,211.70654
675,223.57028
681,175.41068
682,184.85165
685,72.67898
686,200.70558
689,69.00848
696,164.19054
703,188.81522
704,120.766975
705,166.84656
714,193.79346
717,74.321075
718,76.07673
720,84.65606
721,216.73267
723,201.06656
726,91.930504
728,178.75551
730,101.776146
731,80.978165
734,223.39641
737,51.486996
738,79.8958
745,197.4588
746,71.46033
749,189.62782
752,63.41582
753,79.731026
758,193.68971
765,82.25497
766,199.89774
768,63.622288
769,201.3329
774,180.02669
775,124.71947
781,49.592533
784,206.60583
794,105.22709
795,218.84174
796,68.27723
802,155.69644
803,110.64639
805,59.540607
806,219.05295
807,130.53436
809,53.69603
810,197.76349
812,88.19045
814,108.33368
818,198.4173
819,208.70856
825,7.852231
836,88.95564
839,164.19308
847,215.23268
848,84.76056
851,176.06038
852,173.69804
853,64.169365
857,186.26547
858,92.158516
859,197.19281
861,17.358736
867,145.60284
870,177.1152
871,214.63406
872,220.04706
874,226.24084
881,210.35614
886,169.8399
890,51.78446
895,177.52077
899,70.98809
900,204.95782
901,215.15775
902,200.6105
903,89.972305
913,221.09576
918,216.30667
923,170.28383
924,65.37919
926,62.88628
927,82.213066
930,178.02078
934,46.856014
937,179.66629
939,148.89941
941,95.822876
942,224.02205
946,200.11584
950,127.53064
953,77.83744
959,69.987236
961,44.827614
962,89.63053
964,128.64699
969,172.33206
971,160.99487
976,69.87534
978,199.43982
980,207.70613
981,173.57718
990,217.2782
993,69.53353
996,82.78773
998,214.63596
999,192.80869
1006,162.50081
1008,73.91195
1013,85.55259
1015,121.56904
1016,160.96844
1022,209.63809
1026,190.96472
1028,210.66164
1031,55.047607
1034,62.77306
1037,202.5826
1040,92.62914
1042,78.320404
1046,105.5006
1048,121.79824
1049,156.34943
1050,78.557594
1051,197.69916
1052,207.70364
1055,102.64602
1060,171.4059
1064,102.747215
1066,65.71911
1071,163.42403
1073,72.233696
1089,188.84193
1091,127.22263
1092,74.75356
1093,211.23096
1096,205.09764
1097,183.84027
1098,65.87423
1099,69.24487
1102,211.84656
1107,87.20858
1109,84.03127
1111,71.46565
1112,148.68741
1114,233.24025
1116,211.13089
1117,166.1662
1118,76.00155
1122,173.32907
1124,183.94292
1127,101.7342
1133,198.47241
1134,65.34741
1135,166.8552
1139,205.5485
1143,65.43108
1150,95.57308
1151,140.1555
1153,212.55997
1155,73.6924
1162,71.926094
1163,185.40775
1166,23.549763
1171,81.79953
1172,57.532486
1173,213.88397
1174,97.73526
1177,124.183
1178,141.79433
1184,92.17004
1185,146.042
1186,96.47982
1187,200.81723
1188,222.16716
1191,178.3046
1207,133.68275
1213,89.90273
1215,172.63979
1223,202.38573
1227,150.85872
1236,59.221214
1237,41.98289
1238,103.99096
1241,52.405678
1248,82.72786
1250,63.936813
1251,190.90202
1253,105.55201
1255,131.48973
1257,202.26314
1261,113.17667
1262,208.8331
1265,161.52629
1273,218.64584
1277,193.57965
1278,136.8363
1280,97.05905
1284,166.3049
1285,223.3673
1288,94.36555
1295,141.84698
1297,224.6687
1299,213.87671
1304,181.14766
1308,73.73113
1310,125.111534
1311,151.59933
1314,96.14315
1315,133.5145
1318,40.445297
1320,228.55579
1321,209.71402
1322,178.67345
1330,164.04565
1333,202.44948
1334,171.94257
1341,174.57893
1344,162.48134
1351,191.42973
1354,93.48738
1356,73.805176
1363,153.56758
1365,190.63559
1369,162.32172
1373,108.28599
1375,153.29077
1377,51.801632
1379,189.2102
1380,204.58641
1381,107.64452
1384,176.73465
1390,193.62059
1393,207.25256
1395,59.405666
1399,204.09319
1400,92.759254
1401,113.66646
1404,193.15457
1408,71.17423
1409,39.375698
1413,182.96819
1416,200.18344
1418,119.53823
1423,86.98272
1424,59.257153
1425,58.487236
1433,218.08151
1434,173.68019
1436,210.06483
1442,198.16068
1444,61.631413
1445,174.20093
1452,190.93214
1455,203.47903
1462,84.79031
1467,45.423492
1472,86.73725
1475,114.892746
1493,146.68768
1501,193.49678
1503,206.44435
1504,214.25366
1505,53.176468
1511,210.04756
1512,54.320995
1513,151.21509
1514,104.52809
1528,203.30399
1533,222.33798
1534,66.43613
1536,189.34181
1537,76.846855
1539,151.73471
1550,186.80762
1552,187.91043
1554,203.73926
1555,211.04085
1556,82.50575
1559,58.13142
1563,198.6212
1566,188.6636
1567,151.36511
1568,69.83517
