id,count
0,94.26006
1,222.72485
2,56.641838
4,101.88455
5,94.55155
10,133.34952
11,152.39607
12,209.24257
15,67.91118
17,23.353752
18,215.8161
23,204.57869
25,165.84816
26,81.17122
31,194.4618
39,187.43704
40,56.628593
41,132.24431
42,214.3311
43,173.44116
51,215.51224
52,67.78129
54,87.52702
60,162.7985
61,181.22702
62,151.37589
63,57.43017
65,138.52441
66,123.7443
68,186.41768
71,53.583866
80,87.931465
82,94.14991
94,180.57396
98,201.9346
101,84.629395
102,173.41246
107,101.9478
112,224.86351
113,73.13727
115,10.08338
116,163.10011
120,91.169426
121,77.53132
122,224.34753
132,178.66228
143,42.28147
147,81.080444
150,70.1982
151,69.69677
152,211.1649
153,92.68283
155,73.50018
156,110.087456
159,196.40184
161,90.99369
163,87.457634
177,174.45079
186,93.21935
188,75.275185
190,90.01072
191,96.186165
192,176.72449
195,213.22176
200,187.15608
209,211.99718
210,66.721176
211,226.53566
214,176.62984
215,90.10513
218,147.59056
219,47.680645
222,104.90858
225,65.95126
228,221.84962
236,206.50374
241,87.42072
242,186.22491
243,216.26224
245,79.390305
247,210.93
251,190.80766
252,90.803734
253,67.296875
254,79.46471
258,204.83347
260,72.19663
261,179.6368
265,74.12181
266,204.11243
267,196.08463
269,171.23228
270,85.09622
275,145.23552
278,83.28898
279,56.387447
286,113.19758
287,66.40123
288,194.03221
289,182.59402
293,90.75579
294,181.26454
297,-16.548061
302,107.89612
303,68.32567
304,100.765434
307,135.98479
309,63.422787
311,204.35677
312,119.059235
314,205.62093
315,213.20663
319,194.29768
322,154.74878
323,74.27886
325,180.97415
327,205.95027
330,68.69412
332,198.74193
333,88.48675
338,152.47464
341,83.549
345,130.35178
348,171.44135
349,100.339806
350,124.215904
352,56.304913
355,58.967564
356,186.23303
358,69.14152
363,177.75471
369,192.62906
371,73.57683
372,192.06065
375,216.46315
380,181.47899
388,85.52765
391,194.3582
392,188.67673
393,216.95055
394,85.52305
396,68.15906
401,65.37756
407,62.37373
409,84.3699
410,130.1572
416,119.11739
418,128.7904
420,189.75648
