id,count
0,94.803406
1,223.84573
2,89.40471
4,104.738655
5,123.52148
10,138.71086
11,149.39372
12,200.9631
15,68.74415
17,53.43945
18,220.58167
23,214.07301
25,162.97707
26,80.25342
31,204.4636
39,179.67448
40,53.656017
41,163.37497
42,214.86375
43,184.07051
51,214.44432
52,66.05114
54,89.6812
60,171.70737
61,185.3891
62,154.44104
63,48.551083
65,145.59833
66,133.85768
68,179.23453
71,56.401447
80,86.29862
82,94.6889
94,189.09846
98,206.62868
101,79.00024
102,179.72426
107,134.98526
112,212.97728
113,73.56577
115,39.28145
116,168.92137
120,102.12368
121,74.08601
122,224.99605
132,179.27946
143,72.233864
147,81.29023
150,64.71992
151,68.91588
152,210.79073
153,96.57869
155,77.21047
156,142.18776
159,200.53741
161,99.44028
163,92.585205
177,180.86005
186,85.41852
188,78.38811
190,92.704605
191,96.11797
192,172.70717
195,211.97397
200,185.71025
209,212.66238
210,66.22379
211,221.24893
214,176.79013
215,89.113785
218,147.34059
219,45.45105
222,111.55237
225,62.56703
228,227.51196
236,210.6141
241,90.81104
242,185.09518
243,222.13637
245,84.091705
247,220.30885
251,189.36813
252,96.039474
253,63.721706
254,76.8172
258,209.64497
260,70.129074
261,177.5812
265,76.65688
266,208.90906
267,191.27055
269,176.19577
270,91.87627
275,148.4197
278,86.969894
279,52.59967
286,116.70091
287,76.599335
288,207.8045
289,183.42976
293,93.91225
294,174.00146
297,10.693067
302,107.25049
303,68.66791
304,129.59082
307,144.12465
309,66.520966
311,203.83783
312,157.8659
314,207.60002
315,216.47105
319,198.39432
322,162.052
323,78.8121
325,180.34665
327,210.4561
330,66.20016
332,203.5319
333,90.77739
338,160.75443
341,79.91116
345,167.1339
348,167.38339
349,103.56541
350,134.09758
352,51.01756
355,50.174984
356,183.29161
358,62.93948
363,179.7984
369,192.45435
371,66.96983
372,192.06216
375,221.97699
380,182.58768
388,91.209656
391,193.85725
392,182.18777
393,216.57669
394,90.70315
396,70.88217
401,62.701935
407,54.0009
409,92.45424
410,136.91483
416,115.76568
418,132.12306
420,195.46767
421,202.80675
422,193.2231
424,223.9822
428,188.21655
429,204.1502
431,170.70407
435,33.621067
439,122.479614
441,67.89396
447,76.733315
449,190.2833
451,200.2679
452,87.71389
454,171.95386
458,202.07674
463,180.04813
467,70.7631
470,155.80826
471,164.77612
474,212.71681
478,96.57448
483,108.340225
484,157.43391
485,89.46894
486,172.08243
491,124.7338
494,100.71624
495,186.8227
497,185.30756
499,206.10281
515,143.2519
518,192.62709
521,112.41545
525,202.41011
529,203.2598
532,178.0228
534,70.80569
540,84.88245
544,224.7609
547,191.43887
549,98.64423
563,58.602737
564,202.32889
567,111.44136
572,156.04622
577,173.50081
578,222.48842
585,206.3744
588,194.73209
589,168.47348
590,142.79027
592,79.98399
594,158.06786
596,76.59911
598,201.0127
599,185.57422
605,89.32163
606,162.16455
607,192.37828
608,201.03345
609,84.49577
610,202.18669
611,110.26658
614,179.3529
615,180.94836
616,200.67917
617,162.94688
618,186.11452
624,115.75948
629,190.72935
631,103.70654
633,89.73004
637,82.97623
638,146.42966
643,51.979008
644,182.16098
645,70.97444
646,176.84195
648,171.9509
650,87.11618
651,102.250565
652,226.65863
656,167.88898
657,98.6856
659,74.03775
660,165.58173
662,152.36493
665,213.23547
675,225.55392
681,175.68077
682,186.85538
685,79.89988
686,204.3198
689,76.61333
696,168.20886
703,187.07628
704,123.164856
705,167.70518
714,194.13776
717,78.4755
718,82.25289
720,90.79871
721,217.49054
723,201.36212
726,95.652504
728,179.49887
730,104.98556
731,89.9574
734,226.63116
737,60.465023
