id,count
0,99.050316
1,231.25833
2,58.357502
4,104.43271
5,96.70217
10,132.99988
11,155.82196
12,230.98041
15,72.88195
17,23.161997
18,223.82693
23,210.51735
25,175.08612
26,85.96285
31,198.73154
39,203.44173
40,60.411156
41,139.78835
42,223.8678
43,178.3713
51,225.77335
52,70.66603
54,88.63068
60,166.1128
61,190.01625
62,155.93127
63,59.80782
65,137.45628
66,125.054115
68,199.81593
71,54.289627
80,92.85274
82,96.840805
94,187.69421
98,206.37848
101,90.9288
102,179.66168
107,105.88135
112,247.54376
113,75.43525
115,14.642711
116,165.37491
120,87.97293
121,78.18751
122,233.51703
132,185.8227
143,44.614788
147,84.71175
150,73.80733
151,71.84571
152,222.7164
153,93.53629
155,76.825005
156,112.17397
159,204.1223
161,90.97881
163,86.90891
177,180.62315
186,96.67996
188,75.12525
190,91.70181
191,97.39722
192,187.32228
195,224.909
200,195.32526
209,220.72063
210,68.19391
211,241.40912
214,180.1082
215,93.91491
218,155.74635
219,51.077694
222,102.436516
225,69.946106
228,230.13776
236,212.57098
241,86.98864
242,193.50662
243,222.35983
245,80.452255
247,214.97568
251,198.88712
252,89.398605
253,73.030975
254,82.30148
258,208.74974
260,74.82802
261,193.60178
265,73.82604
266,211.76215
267,206.1608
269,176.55602
270,85.0333
275,151.24384
278,83.08087
279,58.39115
286,115.66354
287,62.482002
288,196.2955
289,188.95609
293,89.48311
294,191.8588
297,-15.523913
302,114.01788
303,70.53475
304,102.90068
307,141.93646
309,64.810196
311,216.3696
312,123.72199
314,216.61224
315,219.90784
319,197.91263
322,156.71252
323,74.66905
325,191.92593
327,213.07478
330,71.16887
332,205.81824
333,89.29552
338,157.87886
341,89.58185
345,136.46088
348,175.41039
349,102.06823
350,125.02655
352,60.065933
355,60.94882
356,195.68399
358,75.40102
363,184.72491
369,202.34341
371,78.017456
372,201.50739
375,224.10248
380,187.76895
388,82.946884
391,203.54102
392,198.48152
393,228.0203
394,87.331
396,68.91939
401,68.199295
407,63.387238
409,86.21758
410,131.77737
416,121.91543
418,130.39856
420,194.87303
421,231.40375
422,200.7296
424,221.81705
428,207.2141
429,227.04471
431,181.34537
435,6.803922
439,114.076065
441,40.13845
447,83.42343
449,203.7284
451,215.4326
452,84.164795
454,190.70154
458,234.3316
463,180.79918
467,79.243744
470,137.5853
471,164.41031
474,219.91397
478,100.4514
483,110.22224
484,171.9831
485,79.34291
486,172.65833
491,127.8445
494,110.40024
495,194.7038
497,186.44576
499,218.12833
515,145.75848
518,195.02829
521,101.21243
525,208.9404
529,211.64719
532,173.49615
534,80.39044
540,75.61261
544,221.6539
547,188.05672
549,90.58966
563,66.390976
564,210.73659
567,112.14125
572,163.96425
577,190.22577
578,224.96283
585,216.18204
588,207.31413
589,177.0542
590,139.1123
592,85.76659
594,138.96872
596,84.57628
598,219.57924
599,182.73953
605,98.52034
606,165.39679
607,201.72612
608,200.86594
609,78.76611
610,207.02408
611,114.28583
614,183.19409
615,186.33492
616,211.9526
617,169.94017
618,195.58308
624,118.066864
629,192.98204
631,102.39637
633,91.628975
637,89.98789
638,144.68504
643,60.852676
644,184.94376
645,72.42959
646,186.5004
648,174.7714
650,85.89134
651,106.23529
652,225.62749
656,173.92331
657,98.30676
659,87.887924
660,182.0217
662,144.28824
665,228.48074
675,232.09875
681,175.5105
682,189.11041
685,63.206783
686,206.50513
689,80.22484
696,161.73618
703,188.49088
704,129.30951
705,174.18668
714,194.07288
717,76.371315
718,86.57373
720,87.062904
721,236.63463
723,192.85011
726,98.16027
728,184.95938
730,111.499695
731,85.72948
734,222.56284
737,64.50573
738,82.08455
745,211.79929
746,77.080925
749,198.93683
752,74.4013
753,85.997246
758,190.85226
765,97.983055
766,220.60184
768,70.99571
769,201.74959
774,191.31546
775,124.620895
781,64.023476
784,220.86313
794,106.989586
795,217.37856
796,75.86483
802,123.48944
803,106.92952
805,70.1183
806,218.73473
807,133.93857
809,65.145256
810,205.27045
812,95.889404
814,113.67141
818,207.66115
819,220.67169
825,-14.750758
836,96.259155
839,172.12413
847,215.06497
848,98.28007
851,189.81018
852,173.24301
853,40.320213
857,185.48357
858,101.41914
859,196.84512
861,-4.3175373
867,159.6258
870,193.80301
871,207.6449
872,241.86978
874,241.39282
881,214.84439
886,166.32721
890,68.13612
895,182.16307
899,83.62737
900,214.40424
901,209.94484
902,210.82642
903,90.59921
913,214.50238
918,215.47992
923,176.49915
